,제목,장르,작가,조회수,댓글,연재수,연재 시작일,최신 연재일,평점
644,패왕의 별,무협,강호풍,"9,742.3만",전체 5.2만,전체 538,14.11.07,18.06.18,9.8
645,태고신왕,무협,"정무흔,정현석",530.4만,"전체 1,596","전체 1,431",22.07.25,24.06.27,8.3
646,창천무신,무협,담호,1.4억,전체 6.7만,전체 730,20.04.28,22.02.25,9.5
647,풍운객잔,무협,주비,"5,952.3만",전체 3.3만,"전체 1,055",14.01.24,24.06.26,9.5
648,은퇴한 대장군의 육아일기,무협,쿤빠,175.2만,"전체 1,723",전체 233,23.12.29,24.06.11,9.6
649,명왕회귀,무협,상현,808.9만,"전체 2,298",전체 295,23.11.06,24.06.26,9.4
650,화산권마,무협,우각,1.4억,전체 5.4만,전체 501,16.08.12,18.02.16,9.7
651,곤륜신기전,무협,송재일,462.4만,"전체 1,556",전체 357,23.09.26,24.06.26,8.8
652,검신검마,무협,서하,492.1만,"전체 2,711",전체 392,23.05.03,24.06.26,9.5
653,절대타경,무협,매보소낭군,14.5만,전체 22,"전체 1,286",24.04.19,24.04.19,10.0
654,19금,무협,19금,19금,19금,19금,19금,19금,19금
655,무림오적,무협,백야,"2,276.8만",전체 1.4만,"전체 1,787",16.04.01,24.06.26,9.1
656,천외신마,무협,무협장인,147.5만,전체 191,전체 227,23.12.07,24.06.26,9.4
657,무당기협,무협,은열,2.5억,전체 16.1만,전체 630,19.05.14,22.05.27,9.8
658,걸황무적,무협,송재일,"1,182.9만","전체 8,885",전체 327,21.03.05,21.09.30,9.7
659,선역,무협,"이근,노삼","1,289.4만","전체 7,063","전체 1,587",20.11.20,20.11.20,8.8
660,무림보험왕,무협,은열,362.2만,"전체 5,606",전체 304,24.01.28,24.06.26,9.5
661,천마삼생,무협,문운도,171.6만,전체 776,전체 203,24.01.03,24.06.13,9.6
662,19금,무협,19금,19금,19금,19금,19금,19금,19금
663,천한 것들의 무신,무협,gonnagetya,113.9만,전체 338,전체 250,23.10.26,24.05.29,9.4
664,무인이곽,무협,우각,"9,325.1만",전체 6.2만,전체 501,18.09.21,20.03.26,8.2
665,전왕전기,무협,우각,"2,907.2만","전체 6,818",전체 300,14.06.27,14.06.27,9.5
666,101회차 패황,무협,건드리고고,103.7만,전체 454,전체 187,24.02.29,24.06.27,8.9
667,사신표월,무협,우각,"8,058.9만",전체 5.2만,전체 650,20.09.28,22.03.07,8.6
668,십지신마록,무협,우각,"2,692만","전체 9,667",전체 800,18.08.31,18.08.31,9.6
669,남궁세가 망나니는 천마의 제자였다,무협,열곰,337.2만,"전체 1,295",전체 228,23.12.27,24.06.25,9.1
670,철혈검제,무협,김철진,109.4만,전체 735,전체 130,24.05.10,24.06.26,9.3
671,세상 끝에서 온 무사,무협,천봉,385.6만,"전체 1,153",전체 264,22.10.14,22.10.14,9.3
672,풍혼,무협,월인,"3,303.5만","전체 8,319",전체 450,14.07.31,16.11.15,9.1
673,북해무신,무협,정천,"2,830.3만",전체 1.4만,전체 636,22.03.08,23.12.17,9.2
674,낭객전기,무협,삼경우(三更雨),348.7만,"전체 1,444",전체 270,23.09.01,24.05.10,9.7
675,무동건곤,무협,"천잠토두,오무","1,249.5만","전체 6,362","전체 1,105",21.12.21,23.09.13,8.8
676,귀검무영,무협,미리혼,"5,416만",전체 2.1만,전체 358,16.07.27,17.06.19,9.6
677,대몽주,무협,왕위,738.5만,"전체 8,886","전체 1,214",21.07.01,22.11.21,8.2
678,역천무제,무협,도필,135.8만,전체 748,전체 167,24.02.01,24.06.26,9.5
679,황금수,무협,나한,367.2만,전체 645,전체 375,16.01.15,16.11.27,9.3
680,환생표사,무협,신갈나무,"3,211.3만",전체 1.9만,전체 283,19.05.03,20.04.03,9.7
681,천인혈,무협,우각,405.4만,"전체 1,270",전체 200,14.08.29,14.08.29,9.4
682,북검전기,무협,우각,"9,204.3만",전체 2.9만,전체 400,14.11.10,16.02.18,9.3
683,검마도,무협,우각,"1,026.7만","전체 2,644",전체 200,18.07.19,18.07.19,9.6
684,무신 흑조 - 까마귀 날아오르다,무협,들마루,108.6만,전체 336,전체 218,24.01.08,24.06.26,9.5
685,묵객,무협,천봉,596.8만,"전체 1,149",전체 200,15.03.30,15.03.30,9.3
686,천검제,무협,장담,834.2만,"전체 2,048",전체 225,16.08.18,16.08.29,9.7
687,황금가 [개정판],무협,나한,391.7만,전체 500,전체 524,22.10.12,22.10.12,9.2
688,학사검전 리마스터,무협,최현우,"4,039.9만",전체 2.3만,전체 530,19.09.04,20.05.12,9.7
689,화타가 된 외과의사,무협,박동신,"7,292만",전체 3.6만,전체 530,17.04.24,18.11.06,9.7
690,모용전신,무협,강세하,192만,전체 753,전체 225,24.01.30,24.06.26,9.6
691,금선비록,무협,권신,137.3만,전체 405,"전체 1,044",23.07.11,24.06.26,9.5
692,황금표국 역대급 무공 천재,무협,이온,251.8만,전체 743,전체 173,23.01.14,23.04.10,8.9
693,지존선공 (至尊仙功),무협,표주,402.6만,"전체 1,283",전체 826,22.03.08,23.01.07,8.3
694,싸움의 신,무협,한수오,"1,180.2만","전체 3,751",전체 559,22.12.21,24.03.12,9.5
695,도군,무협,"약천수,오무",134.9만,전체 221,"전체 1,901",22.09.08,22.09.08,9.7
696,휘영검전,무협,도필,"1,150.9만","전체 9,966",전체 250,20.09.15,21.03.28,9.7
697,망황기,무협,주홍지,164.3만,전체 116,"전체 1,313",23.03.21,23.03.21,9.8
698,뇌룡검제,무협,do군,103.5만,전체 115,전체 257,23.11.13,24.06.27,9.0
699,화산전생,무협,정준,1.4억,전체 4.9만,전체 433,16.11.10,18.06.05,9.7
700,나는 패왕이다,무협,아본순결,97.5만,전체 398,"전체 1,082",21.06.28,23.07.21,9.3
701,제왕귀환기,무협,은하은,93.2만,전체 326,전체 165,24.03.13,24.06.26,9.6
702,신수지주,무협,"문초공,오무",40.2만,전체 441,전체 288,24.05.20,24.06.27,9.9
703,하북팽가 검술천재,무협,이도훈,"1,223.8만",전체 1.3만,전체 869,21.10.05,24.06.26,9.6
704,현계지문,무협,"왕위,화링크,BANZZI",396.7만,"전체 1,957",전체 916,22.04.01,22.04.01,8.8
705,권왕무적,무협,초우,"5,423.1만",전체 1.4만,전체 450,14.12.12,14.12.13,9.5
706,아욕봉천,무협,"이근,노삼","1,296.7만",전체 1.4만,"전체 1,341",20.06.01,21.11.19,9.0
707,남궁천존,무협,Sragon,777만,"전체 1,808",전체 310,23.07.27,24.05.08,9.3
708,마교서생,무협,북미혼,"4,473.5만",전체 1.5만,전체 658,17.11.29,18.09.10,9.6
709,"힐러, 의선되다",무협,슬픈딸기우유,603.9만,"전체 6,968",전체 484,21.01.18,24.06.26,9.6
710,블랙기업개방,무협,이재규,113.1만,전체 810,전체 183,24.03.29,24.06.26,9.6
711,진주언가 망나니,무협,테이글세터,"1,594.8만",전체 1.5만,전체 603,22.04.21,24.03.30,9.7
712,절대강한,무협,백보,522.9만,"전체 2,500",전체 300,23.07.03,24.01.05,9.5
713,천하제일 표사,무협,"정재,장담","1,893.6만",전체 1.2만,전체 443,20.05.17,21.04.05,9.0
714,무공서고의 주인,무협,상현,"2,063만",전체 1.2만,전체 310,21.03.15,23.06.15,9.6
715,귀창,무협,미리혼,"1,066.6만","전체 3,299",전체 250,15.07.24,15.07.24,9.2
716,마도제일검,무협,조돈형,"1,820.3만","전체 9,112",전체 365,21.10.08,23.01.20,9.2
717,전왕,무협,건드리고고,"4,503.6만",전체 2.6만,전체 546,20.06.01,21.12.31,9.4
718,절세전혼,무협,극품요얼,57.2만,전체 14,"전체 1,628",23.06.27,23.06.27,9.3
719,농사짓는 천마님,무협,얼죽아,208.4만,"전체 1,385",전체 300,23.06.12,24.02.16,9.7
720,신검환생록,무협,윤민호,675.9만,전체 1.2만,전체 552,22.05.30,24.04.11,9.6
721,마제군림,무협,은열,840.9만,"전체 6,500",전체 300,22.07.11,22.12.16,9.3
722,검신학사,무협,곤우,424.4만,"전체 1,099",전체 256,24.02.08,24.06.26,9.2
723,무림 속 해결사로 사는 법,무협,은개,12.6만,전체 94,전체 122,24.05.13,24.06.26,9.3
724,무위전쟁록,무협,가우리,"3,440.5만",전체 2.1만,전체 596,19.04.08,21.07.29,9.6
725,독주패도,무협,천후,81.4만,전체 208,전체 166,24.04.26,24.06.26,9.4
726,무사정천,무협,천봉,928.8만,"전체 6,667",전체 397,21.02.03,21.12.02,9.3
727,용권(龍券),무협,송재일,"4,405.9만","전체 9,687",전체 675,15.10.13,16.12.01,9.3
728,신마협행기,무협,운천룡,"1,033.3만","전체 3,682",전체 375,22.10.26,23.08.07,9.3
729,화산대도,무협,송재일,"1,012.8만","전체 7,326",전체 425,22.04.28,23.03.29,9.2
730,일보신권,무협,시니어,"3,765.1만",전체 1만,전체 567,14.07.01,15.05.29,9.6
731,검마,무협,글작소,"1,900.8만","전체 5,217",전체 257,16.09.29,17.11.21,9.0
732,선제귀환,무협,풍무극광,293.6만,전체 913,"전체 1,131",21.02.24,24.06.26,8.2
733,묵향 [단행본],무협,전동조,296만,전체 249,전체 37,20.07.21,22.11.17,8.1
734,진가풍운록,무협,태훈,62.2만,전체 80,전체 201,24.01.25,24.06.26,6.2
735,목신기,무협,Zhai zhu,326.8만,"전체 1,617","전체 2,042",21.10.02,23.02.10,9.6
736,송문귀환,무협,천봉,"1,562.6만","전체 9,828",전체 376,20.02.21,20.09.07,9.3
737,묵향,무협,전동조,1.3억,전체 5.2만,전체 931,13.10.04,22.11.17,9.0
738,태극무존,무협,흑야,"1,664.8만","전체 3,120",전체 375,15.12.08,15.12.08,9.6
739,난가기연,무협,"진비사,배현",41.1만,전체 86,"전체 1,151",23.08.11,23.08.11,9.9
740,북천마검,무협,천봉,"2,699.8만","전체 5,459",전체 310,15.09.09,17.02.10,9.6
741,불사무적,무협,김민석,"5,466.9만",전체 1.6만,전체 374,15.09.03,17.05.08,9.6
742,사천당가 침술명의가 되었다,무협,주문향,52.1만,전체 299,전체 168,24.04.19,24.06.26,9.8
743,천사지인,무협,조진행,"1,130만","전체 3,856",전체 325,14.02.26,14.03.05,9.4
744,질풍광룡,무협,조진행,"7,477.7만",전체 3.2만,전체 364,14.04.18,16.07.28,9.6
745,혈마환동,무협,주문향,2.3만,전체 6,전체 55,24.06.21,24.06.26,9.9
746,패도신공,무협,약천수,78.3만,전체 125,"전체 1,068",23.05.04,23.05.04,9.9
747,삼류회귀록,무협,묘수,"1,170.1만","전체 4,647",전체 320,16.09.26,17.01.23,9.4
748,무신회귀록,무협,넉울히,"1,215.1만",전체 1만,전체 287,22.03.16,22.09.19,9.4
749,천마님 천하를 뒤집어 놓으셨다,무협,Stay,"1,212.8만",전체 1.2만,전체 326,20.06.01,22.11.11,9.7
750,천극의 서[완결],무협,권인호,145.4만,전체 880,전체 250,16.03.11,16.03.11,8.2
751,남궁세가 막내아들은 천마지존,무협,극마,99.8만,전체 669,전체 200,22.09.26,23.09.27,9.2
752,패왕연가,무협,장영훈,49.3만,전체 112,전체 300,23.04.05,23.04.05,9.6
753,궁귀검신,무협,조돈형,"1,591.2만","전체 7,870",전체 432,13.12.11,13.12.12,9.3
754,검은 여우 독심호리 [3부: 곤륜검선 백병지주],무협,별도,"2,285.3만",전체 1.5만,"전체 1,228",19.01.31,23.09.22,9.5
755,구주강호를 질주하다,무협,야운,6.2만,전체 1,전체 85,23.04.28,23.04.28,9.0
756,생사결 [무적행 개정판],무협,태규,735.1만,"전체 2,245",전체 216,18.09.18,18.09.18,9.6
757,북천적가,무협,천봉,601.5만,"전체 1,243",전체 225,18.07.26,18.07.26,9.6
758,풍운전신,무협,codezero,"3,272.6만",전체 1.1만,전체 369,17.07.08,17.12.05,9.6
759,백룡선생,무협,시니어,"1,379.6만",전체 1.4만,전체 432,22.07.28,23.11.15,9.7
760,검제,무협,조형근,"1,806.1만",전체 1.5만,전체 290,18.05.14,19.10.11,9.2
761,광마전생,무협,헬시코기,87.4만,전체 505,전체 300,22.10.12,23.06.12,8.3
762,천산도객 [완결],무협,오채지,"1,121.7만","전체 2,872",전체 175,15.07.06,15.07.06,9.4
763,곤륜마협,무협,글별자리,"5,569.7만",전체 3.1만,전체 569,20.03.27,22.10.04,9.7
764,창룡전기[완결],무협,오채지,589.8만,"전체 1,797",전체 189,18.05.21,18.05.21,9.8
765,절대마신 [완결],무협,장영훈,"1,176.6만","전체 2,895",전체 250,13.11.04,13.11.14,9.2
766,신선대정,무협,언귀정전,13.6만,전체 34,전체 372,24.04.14,24.06.27,9.8
767,절대군림 [완결],무협,장영훈,"1,089.6만","전체 2,448",전체 351,13.12.23,13.12.23,9.3
768,강호초출 마교주,무협,청염,98.4만,전체 347,전체 224,23.11.06,24.06.25,9.5
769,천마신교 낙양본부,무협,정보석(가을bee),"1,272.8만",전체 1.3만,"전체 1,200",14.07.17,20.06.03,9.4
770,19금,무협,19금,19금,19금,19금,19금,19금,19금
771,무림 속 바텐더로 살아남기,무협,조비본,1.1만,전체 6,전체 214,24.05.13,24.05.13,10.0
772,17호 천재서생,무협,탄마,35.9만,전체 36,전체 250,21.08.02,21.11.28,8.5
773,삼류무사 1부,무협,김석진,547.3만,"전체 1,916",전체 350,15.12.22,15.12.22,9.4
774,암제귀환록,무협,무경,667만,"전체 1,844",전체 248,16.02.18,16.02.18,9.5
775,매화검협,무협,일황,610.1만,"전체 2,031",전체 207,16.05.19,16.05.19,9.1
776,제갈세가의 패왕,무협,윤신현,656만,"전체 4,825",전체 475,21.12.30,23.03.13,9.3
777,유성하소월,무협,무장,25.7만,전체 304,전체 122,22.03.08,22.03.08,10.0
778,철권 마종의,무협,한수오,912.2만,"전체 2,343",전체 508,16.08.04,17.10.30,9.6
779,무적선생,무협,향란,"1,282.6만","전체 5,299",전체 349,18.03.26,18.12.22,9.7
780,신성천마,무협,화계火鷄,301.3만,"전체 2,747",전체 300,20.12.21,22.03.14,9.3
781,평지풍파,무협,흑야,381만,"전체 1,639",전체 400,15.12.09,15.12.09,9.6
782,19금,무협,19금,19금,19금,19금,19금,19금,19금
783,사파강호,무협,돌봉이,111.7만,전체 758,전체 198,20.06.18,20.07.24,9.4
784,아수라,무협,한수오,20.1만,전체 29,전체 200,14.12.17,14.12.18,9.4
785,마안신창기,무협,임하민,959.2만,"전체 8,909",전체 251,20.04.24,20.12.16,9.0
786,신성괴의,무협,박동신,119.4만,전체 584,전체 225,14.06.24,14.06.24,9.6
787,"노비가 된, 혈마님 [완결]",무협,유자인,6.7만,전체 105,전체 139,19.07.09,19.07.18,9.9
788,무검마도,무협,강용,179.3만,전체 738,전체 375,22.04.21,22.11.04,8.9
789,광풍가,무협,나한,304.1만,전체 957,전체 275,14.03.21,14.03.21,9.8
790,십전제,무협,우각,817.4만,"전체 4,081",전체 250,14.01.29,14.02.05,9.3
791,강룡검제 [개정판],무협,소월,737.7만,"전체 1,985",전체 260,16.05.11,16.05.11,9.5
792,철경,무협,솔하,3.6만,전체 12,전체 73,24.06.03,24.06.26,9.8
793,천공무쌍(天空無雙),무협,곽운,173.3만,"전체 1,819",전체 199,20.09.09,21.02.05,8.7
794,천도쟁패,무협,묘수,525.9만,"전체 1,681",전체 350,15.12.27,15.12.27,9.0
795,대장부 무오,무협,강호풍,154만,전체 595,전체 156,19.10.03,19.10.03,9.5
796,천마의 다섯 번째 제자,무협,새벽검,"1,243.2만","전체 6,758",전체 375,21.10.21,22.07.27,9.2
797,귀환신선,무협,황정검,10만,전체 7,전체 274,23.08.28,23.08.28,9.7
798,화산서생 소운학,무협,유준하,50.4만,전체 212,전체 300,21.07.05,22.05.15,9.4
799,십자성-전왕의검,무협,허담,162.2만,"전체 1,459",전체 426,15.12.22,17.07.21,9.5
800,천하제일 만년학사,무협,월영신,548.2만,"전체 2,430",전체 230,18.11.16,19.03.12,9.1
801,무정도,무협,임영기,57.3만,전체 136,전체 250,14.07.09,14.07.09,7.4
802,위사무적,무협,협행마,11.8만,전체 11,전체 125,20.08.17,20.08.17,9.8
803,무왕전생,무협,비가초,6만,전체 152,전체 225,22.08.16,22.08.16,8.4
804,회생무사,무협,성상현,265.6만,"전체 3,075",전체 256,24.02.27,24.06.25,9.4
805,낭선기환담,무협,낭선,"2,602.4만",전체 3.9만,전체 600,19.03.15,21.06.24,9.8
806,무림에 떨어진 현대인,무협,청루연,"2,065.5만",전체 1.8만,전체 297,20.06.29,21.07.04,9.4
807,칠마선문,무협,허담,544.5만,"전체 4,887",전체 300,22.01.03,22.09.20,8.2
808,망향무사,무협,성상현,"1,644.5만",전체 1.4만,전체 314,18.03.31,22.10.05,9.6
809,천살검신,무협,달필공자,102.2만,전체 461,전체 233,23.12.18,24.06.26,9.7
810,천마는 무공을 복사한다,무협,글쓰는상어,958.3만,전체 1.4만,전체 403,22.01.10,23.08.25,9.6
811,풍뢰도,무협,문용신,809.4만,"전체 3,255",전체 200,16.04.29,16.04.29,9.6
812,제갈세가 막내권마,무협,월랑,923.8만,"전체 3,504",전체 425,23.05.29,23.12.09,9.4
813,천하제일살수,무협,위상,"1,920.5만",전체 1.2만,전체 364,19.10.02,21.07.21,9.2
814,사신,무협,글작소,"2,474.4만",전체 1.8만,전체 255,20.03.10,21.08.28,9.5
815,월령검제,무협,be인기작가,"4,197.3만",전체 2.5만,전체 545,20.02.24,23.03.20,9.7
816,천사혈성,무협,장담,535.3만,"전체 1,336",전체 225,15.03.03,15.03.02,9.8
817,결혼적령기 무림교관,무협,독고솔로,"2,077만",전체 1.7만,전체 559,22.05.03,24.01.12,9.6
818,남궁세가에서 시작하는 무신생활,무협,황금돼지,77.7만,전체 252,전체 176,24.02.27,24.06.24,9.0
819,무림 속 외노자가 되었다,무협,함초소금,648.4만,전체 1.2만,전체 756,21.06.06,24.06.13,9.6
820,귀환무사,무협,천봉,920.1만,"전체 1,605",전체 425,14.08.07,14.08.07,8.8
821,전쟁의 신,무협,노경찬,"3,554.3만",전체 1.7만,전체 430,17.08.31,19.05.13,9.8
822,대하문성,무협,칠월미시,122.8만,전체 360,전체 957,23.06.15,24.04.14,9.1
823,무림대마왕(武林大魔王),무협,운천룡,391.9만,"전체 1,621",전체 200,22.01.22,22.04.15,8.9
824,당가암룡,무협,처량한날,3.2만,전체 25,전체 195,23.12.22,24.01.01,9.9
825,자명공자,무협,문운도,"1,955.4만","전체 6,840",전체 589,16.06.02,19.04.12,9.5
826,무적도,무협,천봉,"1,184.6만","전체 2,748",전체 275,14.09.19,14.09.19,9.5
827,철혈검신,무협,해경,"1,797.4만",전체 1.3만,전체 527,21.02.26,22.08.09,9.4
828,절대쌍교,무협,고룡,27.8만,전체 219,전체 280,23.05.08,23.12.29,9.6
829,귀농한 천재 황족은 혈통을 숨김,무협,어로달,2.9만,전체 71,전체 153,24.06.04,24.06.26,10.0
830,전검왕,무협,오채지,"4,490.3만",전체 1.3만,전체 318,14.04.18,16.04.04,9.8
831,홍원,무협,신가,925.2만,"전체 2,420",전체 260,17.03.22,18.01.10,9.3
832,무한성장,무협,김도훈,584.9만,"전체 2,162",전체 350,18.01.18,18.01.18,8.8
833,남궁세가 막내공자,무협,테양이,"7,783.4만",전체 5.1만,전체 551,19.10.10,21.03.26,9.5
834,절대무신,무협,적하,"1,940만",전체 1.2만,전체 457,19.09.08,24.05.10,9.2
835,악신귀환,무협,월이백,119.1만,전체 378,전체 250,22.10.12,23.03.18,8.9
