,제목,장르,작가,연재 시작일,마지막 연재일,회수,댓글수,추천수,평점
3053,월야행 [단행본],무협,손연우,(2015.08.13.),(2015.10.01.),8,12,17,7.3
3054,무당 태극검 [단행본],무협,한유림,(2015.04.01.),(2015.04.01.),5,7,18,7.8
3055,마법무적 [단행본],판타지,나무,(2014.06.10.),(2014.06.10.),7,14,12,6.6
3056,19금,19금,19금,19금,19금,19금,19금,19금,19금
3057,19금,19금,19금,19금,19금,19금,19금,19금,19금
3058,적반하장 연애전쟁,로맨스,꿈꾸는이,(2017.05.30.),(2017.06.21.),102,98,55,7.6
3059,귀환용병 이환성,판타지,거통,(2016.12.22.),(2017.01.27.),156,34,4,4.5
3060,하가 : 단아궁의 꽃 [단행본],로맨스,박미정,(2016.06.30.),(2016.06.30.),3,13,30,8.1
3061,19금,19금,19금,19금,19금,19금,19금,19금,19금
3062,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지,판매중지
3063,서랍을 열다,로맨스,신이봄,(2014.06.27.),(2014.06.27.),160,68,43,9.7
3064,철혈의선 [단행본],무협,진필명,(2015.04.02.),(2015.04.02.),7,9,9,6.2
3065,나의 강선생님 [단행본],로맨스,라조이,(2017.05.06.),(2017.05.06.),5,6,17,9.2
3066,타워 심고 우주방어,현판,이희호,(2016.03.17.),(2016.06.14.),175,17,9,7.1
3067,19금,19금,19금,19금,19금,19금,19금,19금,19금
3068,칼 [단행본],무협,권용찬,(2017.08.22.),(2017.08.22.),7,8,11,7.4
3069,강호제일비검 [단행본],무협,수라백,(2016.01.25.),(2016.01.25.),6,14,9,4.8
3070,진진무림전 [단행본],무협,한은솔,(2014.11.17.),(2014.11.17.),5,10,9,6.1
3071,대설 [단행본],무협,서효원,(2011.06.10.),(2011.06.10.),5,7,7,8.0
3072,오! 나의 정령퀸들,판타지,신비한,(2016.12.12.),(2016.12.12.),275,103,27,3.4
3073,뱀파이어 보스 [단행본],로판,김서울,(2016.02.19.),(2016.02.19.),5,5,27,8.4
3074,나의 밸런타인 [개정판],로맨스,블 루 스 카 이,(2016.03.04.),(2023.07.24.),153,2,32,9.5
3075,최강 영주 만들기,판타지,박천웅,(2015.06.29.),(2015.10.12.),170,23,17,6.0
3076,로열로더 [단행본],판타지,이희호,(2015.03.24.),(2015.06.05.),21,14,9,6.6
3077,미녀와 야수 [단행본],로맨스,류향(오렌지향기),(2014.08.06.),(2014.08.06.),1,60,120,8.9
3078,귀리지 [단행본],현판,권태용,(2014.05.08.),(2014.05.08.),6,37,22,8.0
3079,스틸 라이프,판타지,zaksalking,(2017.01.16.),(2018.02.01.),451,79,37,7.2
3080,촉촉한 당신,로맨스,정경하,(2016.12.19.),(2016.12.19.),93,14,63,8.9
3081,창업의 신,현판,정현우,(2016.11.16.),(2016.12.16.),150,31,17,6.7
3082,다크 히어로 [단행본],판타지,홀로선별,(2011.06.10.),(2011.06.10.),9,20,2,5.7
3083,19금,19금,19금,19금,19금,19금,19금,19금,19금
3084,군신마법사 [단행본],판타지,이광섭,(2013.10.22.),(2013.10.22.),9,18,6,6.7
3085,굳이 사랑하지 않아도 좋다 [단행본],로맨스,김지안(아이린),(2012.05.17.),(2012.05.17.),1,51,44,8.4
3086,피아간 [단행본],로맨스,송자림,(2015.11.24.),(2015.11.24.),2,53,103,9.4
3087,19금,19금,19금,19금,19금,19금,19금,19금,19금
3088,참공무적 [개정판][단행본],무협,일성,(2016.03.24.),(2016.03.24.),5,3,18,7.3
3089,19금,19금,19금,19금,19금,19금,19금,19금,19금
3090,19금,19금,19금,19금,19금,19금,19금,19금,19금
3091,신분상승가속자,현판,철갑자라,(2016.07.18.),(2016.10.17.),151,35,5,6.3
3092,축구 황제의 귀환,현판,정한담,(2017.09.27.),(2018.04.09.),308,28,7,7.9
3093,멸제의 카휀 [단행본],판타지,남수아,(2016.06.27.),(2016.06.27.),32,17,5,6.5
3094,소울드라이브 [단행본],판타지,김훈(엽사),(2014.04.24.),(2014.04.24.),10,25,18,7.6
3095,은호 이야기 [단행본],로판,하루가,(2012.04.06.),(2012.04.06.),1,44,14,8.7
3096,달빛 [단행본],로맨스,이서형(라니),(2012.01.20.),(2012.01.20.),1,26,89,8.6
3097,너를 찍다,로맨스,유르♡,(2015.03.20.),(2015.10.15.),149,8,23,8.6
3098,주인공은 나다 [단행본],현판,건우,(2014.06.11.),(2014.06.11.),5,3,4,5.1
3099,그녀와 행복하세요 [단행본],로맨스,코코페리,(2014.04.10.),(2014.04.10.),3,36,39,8.2
3100,카르탄의 여왕(개정판)-카르탄 시리즈 1,로판,이수림,(2016.08.25.),(2016.08.25.),105,20,33,8.4
3101,다크 엠페러 [단행본],판타지,알슈카,(2013.02.19.),(2013.02.19.),8,9,좋아요,3.4
3102,칠룡문 [단행본],무협,이재형,(2018.02.08.),(2018.02.08.),5,9,3,7.5
3103,데스게이저 [단행본],판타지,김민석,(2011.12.12.),(2011.12.12.),6,8,2,5.4
3104,"TITAN, save us",판타지,우명,(2016.08.05.),(2017.04.17.),204,57,25,7.7
3105,진천뇌협 [단행본],무협,동윤,(2015.11.11.),(2015.11.11.),6,16,10,5.8
3106,스타의 연인,로맨스,송진민,(2014.04.22.),(2015.11.10.),44,6,23,8.8
3107,달수의 전성시대 [단행본],현판,겨루,(2016.03.02.),(2016.03.02.),5,20,5,6.4
3108,19금,19금,19금,19금,19금,19금,19금,19금,19금
3109,사랑은 아프다 [단행본],로맨스,허시사랑(최현자),(2011.06.10.),(2011.06.10.),2,17,26,8.6
3110,검황도제 [단행본],무협,임무성,(2014.12.26.),(2016.06.14.),10,3,24,6.0
3111,19금,19금,19금,19금,19금,19금,19금,19금,19금
3112,현질헌터 [단행본],판타지,천희명,(2016.05.09.),(2016.05.12.),9,29,8,6.3
3113,제우스 월드 [단행본],판타지,한서현,(2014.03.06.),(2014.03.06.),8,45,10,6.2
3114,무황 종횡록 [단행본],현판,이정용,(2014.11.17.),(2014.11.17.),7,15,7,5.6
3115,스페셜리스트 [단행본],현판,남운,(2013.03.05.),(2013.03.05.),8,11,2,5.1
3116,흑색창기병 [단행본],판타지,뇌전검,(2011.06.10.),(2011.06.10.),8,10,12,7.4
3117,역천의 발뭉,판타지,산호초,(2017.03.20.),(2017.05.12.),252,70,26,7.0
3118,사장님과 미스 금(개정판) [단행본],로맨스,라임정원,(2013.08.29.),(2013.08.29.),1,73,83,8.5
3119,유재희의 짙은 사랑 [합본],로맨스,유재희,(2016.12.13.),(2017.05.29.),53,9,112,8.8
3120,대천산 [단행본],무협,운중행,(2017.03.29.),(2017.03.29.),5,7,4,7.1
3121,검황기,판타지,열두시,(2014.10.27.),(2015.04.01.),61,8,19,6.8
3122,19금,19금,19금,19금,19금,19금,19금,19금,19금
3123,A.I.미스고 [단행본],현판,장성필,(2015.08.19.),(2016.01.29.),9,19,26,5.5
3124,후궁의 남자 [단행본],로맨스,진해림,(2014.08.06.),(2014.08.06.),2,26,111,8.2
3125,날아가는 칼,무협,한수오,(2016.11.24.),(2016.11.30.),150,10,10,8.5
3126,바론의 군주 [단행본],판타지,현민,(2015.11.06.),(2015.11.06.),24,8,1,5.7
3127,와룡본색 [단행본],무협,심심상인,(2015.04.01.),(2015.04.01.),5,9,3,8.1
3128,버퍼 [단행본],현판,이영균,(2014.05.13.),(2014.05.13.),7,10,8,5.9
3129,19금,19금,19금,19금,19금,19금,19금,19금,19금
3130,주인공이 힘을 숨김 [단행본],판타지,로드워리어,(2017.01.16.),(2017.05.19.),17,131,26,8.2
3131,당문 소공자 당사독,무협,박선,(2017.03.06.),(2017.03.12.),225,70,16,7.9
3132,19금,19금,19금,19금,19금,19금,19금,19금,19금
3133,지존의 정석 [단행본],판타지,방구석슬러거,(2015.09.22.),(2015.09.22.),13,31,12,2.5
3134,19금,19금,19금,19금,19금,19금,19금,19금,19금
3135,대천군 [단행본],무협,김한승,(2014.05.08.),(2014.05.08.),6,5,12,6.2
3136,19금,19금,19금,19금,19금,19금,19금,19금,19금
3137,21세기 마샬아츠 [단행본],판타지,미르영,(2013.06.12.),(2013.06.12.),7,8,4,5.1
3138,19금,19금,19금,19금,19금,19금,19금,19금,19금
3139,삼천갑자 동방석 치우천황의 계시 [단행본],현판,두경,(2014.06.03.),(2014.06.03.),10,47,12,4.5
3140,남천협전 [단행본],무협,조종호,(2014.03.13.),(2014.03.13.),5,9,5,7.1
3141,바람의 칼날 [단행본],판타지,산초,(2016.08.04.),(2016.08.04.),15,10,7,7.0
3142,태룡전 [단행본],무협,김강현,(2014.12.01.),(2014.12.01.),24,21,31,6.8
3143,칠절무제 [단행본],무협,서현,(2014.11.27.),(2014.11.27.),5,11,20,7.1
3144,광호 [단행본],무협,삼경우,(2017.09.06.),(2017.09.06.),6,8,7,6.8
3145,죽이고 싶도록,로맨스,가시맘,(2016.07.15.),(2016.08.02.),58,3,22,8.2
3146,19금,19금,19금,19금,19금,19금,19금,19금,19금
3147,북풍 [단행본],로맨스,최은경,(2014.02.13.),(2014.02.13.),2,53,54,8.4
3148,붉은 여제 [독점][단행본],로판,새빨간 당근,(2015.09.02.),(2015.09.02.),5,8,27,7.4
3149,태양의 전설 바람의 노래 2부 [단행본],무협,백야,(2016.04.12.),(2017.11.28.),12,14,10,7.2
3150,조연의 파란만장 이야기,로판,jullia107,(2016.06.24.),(2016.08.06.),83,11,31,8.0
3151,절대연금 [단행본],판타지,신농,(2013.02.14.),(2013.02.14.),7,18,14,5.3
3152,19금,19금,19금,19금,19금,19금,19금,19금,19금
3153,남자 메이드(maid) [BL],BL,주황연,(2015.10.28.),(2016.02.26.),56,7,28,7.8
3154,19금,19금,19금,19금,19금,19금,19금,19금,19금
3155,대망 [단행본],현판,강동호,(2017.05.15.),(2019.09.24.),40,52,4,6.6
3156,천하장주 [단행본],무협,목염,(2014.01.02.),(2014.01.02.),4,12,5,7.2
3157,19금,19금,19금,19금,19금,19금,19금,19금,19금
3158,19금,19금,19금,19금,19금,19금,19금,19금,19금
3159,우리가 이별한 사이,로맨스,김아희,(2016.10.05.),(2016.10.05.),78,19,71,8.2
3160,더 킹(The King) [단행본],현판,이태산,(2015.09.11.),(2016.03.31.),8,8,7,7.2
3161,아홉 개의 솥 [단행본],무협,정건,(2015.11.10.),(2016.01.25.),12,18,5,5.7
3162,석가장 [단행본],무협,김연호,(2015.04.01.),(2015.04.01.),6,14,6,7.6
3163,무공총람 [단행본],무협,임하,(2014.02.27.),(2014.02.27.),6,16,9,8.4
3164,암연십삼조(黯然十三組) [단행본],무협,지화풍,(2018.02.05.),(2018.02.05.),6,6,5,8.0
3165,천 번의 고백 [단행본],로맨스,소낙연,(2017.05.26.),(2017.05.26.),2,88,183,9.5
3166,19금,19금,19금,19금,19금,19금,19금,19금,19금
3167,19금,19금,19금,19금,19금,19금,19금,19금,19금
3168,십이사도 [단행본],무협,열해도,(2015.04.01.),(2015.04.01.),5,14,4,7.6
3169,홍염의 여제(女帝) [단행본],판타지,여정민,(2013.12.11.),(2013.12.11.),9,24,13,6.6
3170,도깨비 형사 장태산 [단행본],현판,담운,(2013.10.04.),(2013.10.04.),7,7,5,6.5
3171,쉿!비밀이야!,로맨스,네리야,(2015.03.05.),(2015.04.29.),68,2,36,9.2
3172,하이로드 [단행본],판타지,기천검,(2014.09.23.),(2014.09.23.),24,6,6,4.1
3173,유협불로(遊俠不怒) [단행본],무협,변혁,(2017.09.28.),(2017.09.28.),8,17,14,7.7
3174,이별금지에관한법률,로맨스,골든애플,(2017.04.03.),(2017.09.13.),83,120,461,9.2
3175,19금,19금,19금,19금,19금,19금,19금,19금,19금
3176,쌍룡겁 [단행본],무협,고월,(2015.05.15.),(2015.05.15.),3,10,10,7.2
3177,19금,19금,19금,19금,19금,19금,19금,19금,19금
3178,이한무장 [단행본],무협,한담,(2015.03.19.),(2015.03.19.),6,6,43,7.4
3179,시공귀환록,현판,건(建),(2014.12.02.),(2015.03.10.),48,14,11,6.5
3180,난지사 [단행본],무협,박성진(금시조),(2015.01.07.),(2015.01.07.),9,3,25,6.9
3181,구직무사 [단행본],무협,담인,(2014.06.23.),(2014.09.25.),5,20,4,6.5
3182,벽라(碧羅),무협,휘랑군,(2016.10.03.),(2016.12.30.),131,15,21,8.1
3183,묵룡전기 [단행본],무협,곽운,(2014.06.10.),(2014.06.10.),7,5,4,5.8
3184,상사뱀,로맨스,매니매쉬,(2016.07.12.),(2016.07.12.),82,21,59,8.8
3185,테세나의 영주 [단행본],판타지,제봉,(2015.04.06.),(2015.04.06.),6,26,9,6.3
3186,독왕유고,무협,설봉,(2016.12.12.),(2017.02.08.),100,13,5,6.5
3187,제왕성 [단행본],무협,서효원,(2011.06.10.),(2011.06.10.),5,10,4,7.7
3188,19금,19금,19금,19금,19금,19금,19금,19금,19금
3189,은퇴살수 [단행본],무협,이협,(2015.03.17.),(2015.03.17.),6,8,11,6.6
3190,19금,19금,19금,19금,19금,19금,19금,19금,19금
3191,사랑을 완성하는 마지막 2% [단행본],로맨스,김랑,(2013.02.14.),(2013.02.14.),1,60,42,8.8
3192,레몬향 바람이 불때,로맨스,블루시연,(2016.02.15.),(2016.03.16.),52,18,32,8.9
3193,19금,19금,19금,19금,19금,19금,19금,19금,19금
3194,차원의 에레미스 [단행본],판타지,케이츠,(2012.06.25.),(2012.06.25.),6,17,2,6.7
3195,약왕천하 [단행본],무협,백야,(2012.03.02.),(2012.03.02.),8,7,6,7.4
3196,홍가다방(洪家茶房),판타지,몽몽객,(2017.04.17.),(2017.10.23.),276,102,16,7.8
3197,군림가 [단행본],판타지,장백산,(2014.06.10.),(2014.06.10.),9,9,8,7.1
3198,지존육성 프로젝트 [단행본],판타지,고우,(2014.01.29.),(2014.01.29.),7,30,5,6.3
3199,경계를 넘어 [단행본],로맨스,정경하,(2012.10.10.),(2012.10.10.),1,32,74,8.9
3200,더블 게이트,판타지,최동환,(2016.07.06.),(2020.01.07.),501,13,15,5.0
3201,역전의 변호사 [단행본],현판,블루피스,(2015.09.15.),(2015.09.15.),6,17,8,5.1
3202,바이발할 연대기 [단행본],판타지,강무,(2011.06.10.),(2011.06.10.),6,23,15,7.3
3203,모든 것이 아름다울 뿐 [단행본],로판,탐하다,(2017.09.14.),(2017.09.14.),6,36,59,7.9
3204,흑룡연인(黑龍戀人),로맨스,7월아카이브,(2016.12.14.),(2016.12.14.),166,61,58,8.3
3205,헬파이어 [단행본],판타지,봉사,(2014.07.02.),(2014.07.02.),7,11,15,7.2
3206,하프 드래곤 타닉 [단행본],판타지,트롤 케이,(2014.05.08.),(2014.05.08.),6,19,6,5.7
3207,삼족오 [단행본],무협,임영기,(2012.12.28.),(2012.12.28.),8,11,4,6.6
3208,황후의 하루 [단행본],로판,호즈니,(2014.08.22.),(2014.08.22.),3,15,31,7.8
3209,검형 [체험판] [단행본],무협,이우형,(2015.04.27.),(2015.04.27.),1,2,35,7.9
3210,블러드 게이트 [단행본],판타지,가휼,(2014.04.16.),(2014.04.16.),5,23,17,7.3
3211,몽유강호기 [단행본],무협,송진용,(2014.04.01.),(2014.04.01.),6,7,27,7.2
3212,19금,19금,19금,19금,19금,19금,19금,19금,19금
3213,패왕열전 [단행본],무협,한가,(2013.07.11.),(2013.07.11.),6,8,3,4.2
3214,19금,19금,19금,19금,19금,19금,19금,19금,19금
3215,19금,19금,19금,19금,19금,19금,19금,19금,19금
3216,한냥 표국,무협,노주일,(2016.10.11.),(2021.07.07.),214,11,12,6.9
3217,천왕 라오 [단행본],판타지,서정우,(2012.06.28.),(2012.06.28.),8,12,좋아요,7.4
3218,19금,19금,19금,19금,19금,19금,19금,19금,19금
3219,영주 레이샤드,판타지,한승현,(2014.01.21.),(2015.12.11.),174,17,17,4.9
3220,대박천하 [단행본],판타지,매검향,(2015.12.17.),(2015.12.17.),6,14,5,6.2
3221,19금,19금,19금,19금,19금,19금,19금,19금,19금
3222,어게인 1978 [단행본],현판,삽자루,(2014.06.24.),(2014.06.24.),4,8,16,7.0
3223,대사자평,판타지,대마선사,(2018.01.04.),(2018.02.27.),369,53,13,6.9
3224,진왕비연 [단행본],무협,이재형,(2018.02.08.),(2018.02.08.),6,6,1,7.4
3225,외로운 당신의 애인이 되어 드립니다,로맨스,럼,(2016.09.07.),(2016.09.07.),66,7,36,8.8
3226,사랑에 빠지는 시간,로맨스,꿈꾸는이,(2016.01.13.),(2016.02.05.),35,50,60,8.3
3227,19금,19금,19금,19금,19금,19금,19금,19금,19금
3228,대한태제 [단행본],판타지,지현철,(2013.12.13.),(2013.12.13.),6,4,8,6.2
3229,19금,19금,19금,19금,19금,19금,19금,19금,19금
3230,19금,19금,19금,19금,19금,19금,19금,19금,19금
3231,샤이닝 스타 [단행본],현판,비당이,(2015.04.14.),(2016.01.11.),8,14,10,6.2
3232,곤륜재건기 [단행본],무협,가람휘,(2015.04.06.),(2015.04.06.),6,5,4,5.3
3233,섹시한 연애 [단행본],로맨스,임세영,(2014.06.09.),(2014.06.09.),2,18,29,8.6
3234,19금,19금,19금,19금,19금,19금,19금,19금,19금
3235,지옥군단장 헬조선 입대기 [단행본],판타지,라디파티,(2016.04.29.),(2016.04.29.),8,43,8,4.6
3236,월드 플레이어 [단행본],판타지,승유,(2015.12.30.),(2015.12.30.),7,12,7,5.2
3237,대형 [단행본],판타지,철대협,(2014.07.02.),(2014.07.02.),12,5,2,5.8
3238,19금,19금,19금,19금,19금,19금,19금,19금,19금
3239,밤의 대통령 [단행본],현판,이원호,(2012.04.24.),(2012.04.24.),12,6,15,7.9
3240,레인지 마스터 [단행본],판타지,김민재,(2011.06.10.),(2011.06.10.),7,15,14,7.3
3241,필드 위의 설계자,현판,오수정,(2016.12.14.),(2017.07.25.),220,53,28,5.1
3242,나린신공 [단행본],무협,김경민,(2017.06.08.),(2017.06.08.),15,11,15,5.6
3243,불멸자 [단행본],현판,송치현,(2014.05.02.),(2016.05.02.),16,51,35,5.5
3244,칠살행 [단행본],무협,양재희,(2014.02.27.),(2014.10.21.),5,16,7,7.5
3245,19금,19금,19금,19금,19금,19금,19금,19금,19금
3246,19금,19금,19금,19금,19금,19금,19금,19금,19금
3247,19금,19금,19금,19금,19금,19금,19금,19금,19금
3248,모쏠의 연애혁명 [단행본],로맨스,이현,(2017.05.12.),(2017.05.12.),1,24,56,8.5
3249,헌팅 정령사,현판,THE정현스튜디오 / 묵성,(2016.12.14.),(2017.04.23.),226,57,28,6.3
3250,사상 최강의 군주,판타지,브라키오,(2017.04.05.),(2017.05.18.),150,277,72,7.7
3251,신마기협 [단행본],무협,지화풍,(2018.01.24.),(2018.01.24.),6,7,3,7.6
3252,현대초인 [단행본],현판,고려의검,(2016.10.14.),(2016.10.14.),11,36,21,4.0
3253,무사곽우 [단행본],무협,참마도,(2015.07.30.),(2015.07.30.),6,3,8,6.9
3254,장왕 곤,무협,박재영,(2014.11.05.),(2015.01.09.),126,6,10,5.9
3255,백 허그,로맨스,임초해,(2014.01.03.),(2014.04.25.),68,47,15,8.2
3256,몬스터로드 [단행본],판타지,권태용,(2014.04.02.),(2014.04.02.),30,21,12,6.9
3257,19금,19금,19금,19금,19금,19금,19금,19금,19금
3258,유혹 게임 [단행본],로맨스,문현주,(2013.01.07.),(2013.01.07.),1,61,122,8.6
3259,지존석산평전 [단행본],무협,김현진(김대산),(2012.12.24.),(2012.12.24.),5,7,9,6.8
3260,19금,19금,19금,19금,19금,19금,19금,19금,19금
3261,나노 마신(喇勞 魔神) [단행본],무협,한중월야,(2018.04.19.),(2018.05.30.),51,633,117,8.7
3262,플레이어 시스템,현판,현무지기,(2016.03.17.),(2016.06.02.),150,9,2,6.3
3263,19금,19금,19금,19금,19금,19금,19금,19금,19금
3264,당신은 가벼운 남자 [단행본],로맨스,심윤서,(2012.08.10.),(2012.08.10.),1,39,36,9.1
3265,19금,19금,19금,19금,19금,19금,19금,19금,19금
3266,19금,19금,19금,19금,19금,19금,19금,19금,19금
3267,19금,19금,19금,19금,19금,19금,19금,19금,19금
3268,Crazy 별당아씨,로맨스,신이경,(2015.02.16.),(2015.04.30.),77,16,34,8.9
3269,무관심을 스치다 [단행본],로맨스,홍소이,(2014.10.27.),(2014.10.27.),2,20,42,8.4
3270,반지 [단행본],로맨스,황진순,(2012.05.10.),(2012.05.10.),1,45,84,8.7
3271,검황 아스엘 [단행본],판타지,지원,(2011.06.10.),(2011.06.10.),8,11,8,5.3
3272,19금,19금,19금,19금,19금,19금,19금,19금,19금
3273,전장의 지배자 [단행본],판타지,전진검,(2015.03.12.),(2015.11.16.),6,10,5,6.1
3274,천검독보행 [단행본],무협,장백산,(2014.06.11.),(2014.06.11.),7,5,7,5.8
3275,19금,19금,19금,19금,19금,19금,19금,19금,19금
3276,비류 [단행본],무협,인재,(2014.03.26.),(2014.08.04.),7,9,16,5.8
3277,현세신화 [단행본],현판,현천,(2014.03.17.),(2014.03.17.),6,12,2,5.0
3278,Mr. 깽판왕 [단행본],판타지,진솔,(2014.01.27.),(2014.01.27.),6,23,10,6.9
3279,판도라 [단행본],판타지,류승현,(2012.12.21.),(2012.12.21.),6,32,30,8.0
3280,가희 [단행본],로맨스,이새인,(2012.09.17.),(2012.09.17.),2,48,41,8.9
3281,만검산장 [단행본],무협,글작소,(2012.06.15.),(2012.06.15.),5,17,5,7.5
3282,천룡전기,무협,악필서생,(2016.10.28.),(2016.10.28.),227,22,22,8.0
3283,땡큐배리머치,로맨스,ㅡ꽃등ㅡ,(2014.09.04.),(2014.12.10.),109,13,24,7.1
3284,단태신곡 [단행본],판타지,현민,(2014.03.27.),(2014.03.27.),7,35,15,8.0
3285,용왕님의 셰프가 되었습니다 [독점],로판,문백경,(2017.01.06.),(2018.05.29.),205,"4,116",847,9.7
3286,운종룡변종견,무협,담적산,(2014.06.23.),(2014.12.11.),118,10,31,7.2
3287,건드리지마 [단행본],현판,현천,(2013.10.23.),(2013.10.23.),8,19,3,3.8
