,제목,장르,작가,조회수,댓글,연재수,연재 시작일,최신 연재일,평점
535,침술 끝판왕 읍내 한의사,현대판타지,햄버그,903000,481,170,2012-05-23,2012-05-23,9.8
536,농사짓는 드루이드,현대판타지,가온하루,201000,87,187,2019-03-24,2026-06-24,9.6
537,아빠는 축구를 너무 잘해!,현대판타지,강로이,606000,282,200,2016-02-23,2001-05-23,9.0
538,이과장 생존기,현대판타지,불량집사,491000,334,300,2012-07-21,2012-07-21,9.7
539,초전도체로 세계재벌,현대판타지,종이노트,276000,48,250,2012-04-24,2012-04-24,9.6
540,격동의 신대한제국,현대판타지,김도형,1180000,1075,204,2028-08-19,2030-12-19,9.2
541,회귀해서 재계 1위,현대판타지,텀블러,3872000,1124,462,2018-02-19,2031-01-20,9.2
542,재벌가에 천재가 입양 되었다,현대판타지,꿈가득남,1054000,659,201,2031-03-23,2031-03-23,9.1
543,마운드의 폭군이 되었다,현대판타지,량주,79000,3,200,2025-01-24,2004-02-24,10.0
544,필멸자들,현대판타지,후두마루,6976000,4839,410,2015-07-20,2029-09-21,9.5
545,영업왕 관상가,현대판타지,차우렌즈,1843000,861,200,2019-05-23,2017-08-23,9.8
546,고가치 표적,현대판타지,버저비터,210000,18,252,2016-12-21,2016-12-21,9.8
547,만렙용병 재벌 성공기,현대판타지,양피드,1164000,539,489,2016-12-20,2028-10-21,8.6
548,"망한 재벌 4세, 돌아오다",현대판타지,잉여한Y씨,1428000,724,412,2004-10-19,2002-11-23,8.7
549,미래컴퓨터를 줍다: 초갑질기업물,현대판타지,예린채린,868000,338,198,2023-05-19,2031-05-19,8.2
550,난 오늘만 산다!,현대판타지,글로노동자,3448000,6427,250,2013-01-21,2018-06-21,9.7
551,신들의 중고나라,현대판타지,두파치타파,560000,582,154,2028-07-20,2031-07-20,9.8
552,전역날 귀환하다,현대판타지,절대안정,309000,32,245,2002-11-23,2011-03-24,9.2
553,장침 먹는 깡촌 명의,현대판타지,가프,726000,632,293,2017-11-22,2029-11-22,10.0
554,망겜의 성기사,현대판타지,검미성,1309000,2578,206,2002-09-19,2008-09-19,9.8
555,역대급 재벌3세,현대판타지,태진,461000,74,175,2005-01-22,2005-01-22,9.8
556,이번 생은 싹쓰리 재벌,현대판타지,팥고당,185000,69,105,2006-07-23,2006-07-23,9.2
557,촌구석 목장에서 힐링합니다,현대판타지,진키,220000,49,200,2011-01-24,2004-03-24,10.0
558,재벌 3세의 홀로서기,현대판타지,새가람,852000,102,264,2030-08-23,2030-08-23,9.0
559,천재포수가 선수도 잘 키움,현대판타지,경제설,131000,59,170,2025-04-22,2015-06-22,10.0
560,다시 태어난 베토벤,현대판타지,우진,47383000,61000,670,2003-09-18,2028-09-22,9.9
561,아프리카의 독재자가 되었다,현대판타지,그너머,940000,781,306,2012-06-21,2005-02-22,9.5
562,재벌 설계자,현대판타지,서재현,296000,17,300,2011-05-23,2011-05-23,6.7
563,호감 받고 성공 더!,현대판타지,인기영,150000,143,246,2010-03-23,2010-03-23,9.7
564,나태한 천재는 거물이 되기로했다,현대판타지,장탄,527000,195,317,2028-07-22,2006-08-22,9.5
565,강속구 투수가 홈런도 잘 침,현대판타지,아이디드,127000,89,120,2002-09-22,2002-09-22,9.7
566,여배우가 사랑하는 천재작가,현대판타지,빅스톤,159000,141,235,2011-05-23,2028-06-23,9.3
567,MLB의 문제아가 되었다,현대판타지,콜비플,188000,369,251,2011-12-23,2026-04-24,9.4
568,천재재벌 강림하다,현대판타지,꿈가득남,294000,67,145,2002-09-21,2011-11-21,9.2
569,또 다시 작가,현대판타지,윤신현,109000,80,300,2016-10-20,2016-10-20,9.9
570,신들린 닥터 김수혁,현대판타지,일휘(一揮),321000,28,270,2018-08-23,2009-05-24,9.7
571,화룡,현대판타지,경우勁雨,1328000,2026,343,2005-06-19,2028-09-19,9.5
572,클론,현대판타지,박재학,98000,26,220,2028-07-23,2028-07-23,7.5
573,나는 죽지 않는다,현대판타지,허머MK2,148000,190,194,2030-03-20,2013-08-20,9.7
574,아포칼립스의 상속자,현대판타지,미스터쿼카,423000,597,180,2010-01-23,2010-01-23,9.7
575,골동품으로 먼치킨,현대판타지,글루밍,136000,39,117,2009-06-21,2009-06-21,9.6
576,천재 외과의사 박현우는 동생을 구하고 싶다,현대판타지,미루하,213000,37,202,2009-03-23,2009-03-23,9.2
577,미라클 마이 라이프,현대판타지,잔영JY,330000,117,164,2014-03-19,2020-03-19,9.7
578,타격감이 폭발한다,현대판타지,모루우,1265000,674,200,2017-09-19,2030-10-19,9.2
579,알고보니 재벌아들,현대판타지,폰작가,643000,110,226,2028-03-22,2002-04-22,8.6
580,환생한 천재는 배우가 되고 싶다,현대판타지,밀크티,677000,912,256,2010-02-22,2018-04-22,9.7
581,낙하산이 천재매니저였다고?,현대판타지,쏘하이,193000,119,170,2016-11-21,2020-11-21,9.8
582,"회귀 조폭, 천하를 먹다",현대판타지,홍석,580000,158,250,2011-03-22,2024-04-22,9.7
583,삼류무가 천하제일인,무협,유리손,1028000,308,120,2015-05-24,2026-06-24,9.6
584,흑백무제,무협,현임,270000000,126000,1230,2026-02-21,2026-06-24,9.8
585,신마대제,무협,은검,39518000,16000,652,2019-01-23,2026-06-24,9.6
586,천하제일 무공교관,무협,신가,45970000,13000,650,2002-11-22,2026-06-24,9.7
587,"의원, 다시 살다",무협,태선,230000000,236000,1389,2021-10-20,2026-06-24,9.9
588,은해상단 막내아들,무협,향란,36489000,10000,478,2023-06-23,2026-06-24,9.6
589,화산천마,무협,사야객,45685000,12000,626,2008-07-22,2026-06-24,9.3
590,학사신공,무협,왕위,150000000,90000,2243,2027-07-17,2003-08-20,9.3
591,전생검신,무협,구로수번,260000000,217000,1858,2003-06-16,2026-06-24,9.4
592,제암진천경,무협,유과,87956000,82000,739,2026-11-20,2025-06-24,9.9
593,괴존강림,무협,해경,25884000,6323,525,2028-11-22,2007-06-24,9.4
594,창황회귀,무협,단룡(斷龍),961000,494,117,2018-05-24,2026-06-24,9.6
595,야수무쌍,무협,양비,6112000,1969,163,2009-04-24,2026-06-24,9.4
596,구천구검,무협,조진행,380000000,269000,1525,2027-07-18,2021-04-24,6.5
597,청성마검,무협,묵공,1253000,543,118,2007-06-24,2026-06-24,8.9
598,무림에서 색목인으로 살아남기,무협,이온,346000,215,134,2023-05-24,2026-06-24,9.2
599,우리 아빠는 천하제일인,무협,작가8호,21214000,12000,333,2029-08-23,2026-06-24,9.3
600,로그인 무림,무협,제로빅,190000000,134000,1137,2004-03-19,2021-06-24,9.2
601,기연독식,무협,류진,37478000,13000,496,2015-02-23,2026-06-24,9.5
602,일월무신,무협,인재,15807000,4258,389,2021-09-23,2026-06-24,9.5
603,구룡전기,무협,사류라,18767000,4562,581,2021-02-23,2026-06-24,9.5
604,초능력무신,무협,운천룡,8873000,3800,255,2013-01-24,2026-06-24,9.3
605,파공검제,무협,눈매,36931000,16000,893,2010-06-22,2026-06-24,9.5
606,신귀환생,무협,보용도,14124000,4823,387,2004-07-23,2026-06-24,9.0
607,환생무제,무협,하현준,8960000,2150,286,2009-01-24,2026-06-24,9.5
608,무신귀환록,무협,묘수,140000000,57000,600,2019-02-18,2011-08-22,9.6
609,북천전기,무협,천봉,47559000,13000,770,2007-06-22,2030-03-24,9.5
610,악인들의 대사형,무협,"류진,권태용",120000000,65000,600,2002-06-19,2026-11-20,9.8
611,내 딸은 무공 천재,무협,유니아빠,715000,306,125,2020-05-24,2026-06-24,9.8
612,야생검신,무협,환빈,1429000,606,187,2024-04-24,2026-06-24,9.6
613,별종,무협,글작소,8823000,3044,186,2027-09-23,2026-06-24,9.6
614,하오문의 절대검신,무협,정천,3668000,1295,279,2015-12-23,2026-06-24,9.3
615,초초수련천년,무협,"임아소,한태정",6929000,5990,1013,2004-09-23,2027-06-24,9.8
616,무적혈도제,무협,한백림,6297000,7199,343,2009-06-23,2026-06-24,9.7
617,황금세가 장남은 천마,무협,윤신현,6601000,1791,255,2004-01-24,2027-06-24,8.8
618,절맥검신,무협,그냥최씨,1473000,479,134,2009-05-24,2026-06-24,8.9
619,천하제일 곤륜객잔,무협,백보,87040000,47000,500,2012-03-18,2027-04-24,9.7
620,고금제일록,무협,묘수,4435000,1632,350,2004-10-23,2017-04-24,9.0
621,남궁세가 천재 외손자,무협,신랑,36589000,14000,756,2012-01-22,2025-06-24,9.6
622,환생마신전,무협,사도연,10036000,2712,343,2029-12-23,2026-06-24,9.6
623,무당광마,무협,자망,2554000,1044,235,2007-12-23,2025-06-24,8.9
624,낙향지현,무협,아크로,4351000,1600,212,2007-02-24,2026-06-24,9.3
625,패왕의 별,무협,강호풍,97423000,52000,538,2007-11-14,2018-06-18,9.8
626,태고신왕,무협,"정무흔,정현석",5304000,1596,1431,2025-07-22,2027-06-24,8.3
627,창천무신,무협,담호,140000000,67000,730,2028-04-20,2025-02-22,9.5
628,풍운객잔,무협,주비,59523000,33000,1055,2024-01-14,2026-06-24,9.5
629,은퇴한 대장군의 육아일기,무협,쿤빠,1752000,1723,233,2029-12-23,2011-06-24,9.6
630,명왕회귀,무협,상현,8089000,2298,295,2006-11-23,2026-06-24,9.4
631,화산권마,무협,우각,140000000,54000,501,2012-08-16,2016-02-18,9.7
632,곤륜신기전,무협,송재일,4624000,1556,357,2026-09-23,2026-06-24,8.8
633,검신검마,무협,서하,4921000,2711,392,2003-05-23,2026-06-24,9.5
634,절대타경,무협,매보소낭군,145000,22,1286,2019-04-24,2019-04-24,10.0
635,무림오적,무협,백야,22768000,14000,1787,2001-04-16,2026-06-24,9.1
636,천외신마,무협,무협장인,1475000,191,227,2007-12-23,2026-06-24,9.4
637,무당기협,무협,은열,250000000,161000,630,2014-05-19,2027-05-22,9.8
638,걸황무적,무협,송재일,11829000,8885,327,2005-03-21,2030-09-21,9.7
639,선역,무협,"이근,노삼",12894000,7063,1587,2020-11-20,2020-11-20,8.8
640,무림보험왕,무협,은열,3622000,5606,304,2028-01-24,2026-06-24,9.5
641,천마삼생,무협,문운도,1716000,776,203,2003-01-24,2013-06-24,9.6
642,천한 것들의 무신,무협,gonnagetya,1139000,338,250,2026-10-23,2029-05-24,9.4
643,무인이곽,무협,우각,93251000,62000,501,2021-09-18,2026-03-20,8.2
644,전왕전기,무협,우각,29072000,6818,300,2027-06-14,2027-06-14,9.5
645,101회차 패황,무협,건드리고고,1037000,454,187,2029-02-24,2027-06-24,8.9
646,사신표월,무협,우각,80589000,52000,650,2028-09-20,2007-03-22,8.6
647,십지신마록,무협,우각,26920000,9667,800,2031-08-18,2031-08-18,9.6
648,남궁세가 망나니는 천마의 제자였다,무협,열곰,3372000,1295,228,2027-12-23,2025-06-24,9.1
649,철혈검제,무협,김철진,1094000,735,130,2010-05-24,2026-06-24,9.3
650,세상 끝에서 온 무사,무협,천봉,3856000,1153,264,2014-10-22,2014-10-22,9.3
651,풍혼,무협,월인,33035000,8319,450,2031-07-14,2015-11-16,9.1
652,북해무신,무협,정천,28303000,14000,636,2008-03-22,2017-12-23,9.2
653,낭객전기,무협,삼경우(三更雨),3487000,1444,270,2001-09-23,2010-05-24,9.7
654,무동건곤,무협,"천잠토두,오무",12495000,6362,1105,2021-12-21,2013-09-23,8.8
655,귀검무영,무협,미리혼,54160000,21000,358,2027-07-16,2019-06-17,9.6
656,대몽주,무협,왕위,7385000,8886,1214,2001-07-21,2021-11-22,8.2
657,역천무제,무협,도필,1358000,748,167,2001-02-24,2026-06-24,9.5
658,황금수,무협,나한,3672000,645,375,2015-01-16,2027-11-16,9.3
659,환생표사,무협,신갈나무,32113000,19000,283,2003-05-19,2003-04-20,9.7
660,천인혈,무협,우각,4054000,1270,200,2029-08-14,2029-08-14,9.4
661,북검전기,무협,우각,92043000,29000,400,2010-11-14,2018-02-16,9.3
662,검마도,무협,우각,10267000,2644,200,2019-07-18,2019-07-18,9.6
663,무신 흑조 - 까마귀 날아오르다,무협,들마루,1086000,336,218,2008-01-24,2026-06-24,9.5
664,묵객,무협,천봉,5968000,1149,200,2030-03-15,2030-03-15,9.3
665,천검제,무협,장담,8342000,2048,225,2018-08-16,2029-08-16,9.7
666,황금가,무협,나한,3917000,500,524,2012-10-22,2012-10-22,9.2
667,학사검전 리마스터,무협,최현우,40399000,23000,530,2004-09-19,2012-05-20,9.7
668,화타가 된 외과의사,무협,박동신,72920000,36000,530,2024-04-17,2006-11-18,9.7
669,모용전신,무협,강세하,1920000,753,225,2030-01-24,2026-06-24,9.6
670,금선비록,무협,권신,1373000,405,1044,2011-07-23,2026-06-24,9.5
671,황금표국 역대급 무공 천재,무협,이온,2518000,743,173,2014-01-23,2010-04-23,8.9
672,지존선공 (至尊仙功),무협,표주,4026000,1283,826,2008-03-22,2007-01-23,8.3
673,싸움의 신,무협,한수오,11802000,3751,559,2021-12-22,2012-03-24,9.5
674,도군,무협,"약천수,오무",1349000,221,1901,2008-09-22,2008-09-22,9.7
675,휘영검전,무협,도필,11509000,9966,250,2015-09-20,2028-03-21,9.7
676,망황기,무협,주홍지,1643000,116,1313,2021-03-23,2021-03-23,9.8
677,뇌룡검제,무협,do군,1035000,115,257,2013-11-23,2027-06-24,9.0
678,화산전생,무협,정준,140000000,49000,433,2010-11-16,2005-06-18,9.7
679,나는 패왕이다,무협,아본순결,975000,398,1082,2028-06-21,2021-07-23,9.3
680,제왕귀환기,무협,은하은,932000,326,165,2013-03-24,2026-06-24,9.6
681,신수지주,무협,"문초공,오무",402000,441,288,2020-05-24,2027-06-24,9.9
682,하북팽가 검술천재,무협,이도훈,12238000,13000,869,2005-10-21,2026-06-24,9.6
683,현계지문,무협,"왕위,화링크,BANZZI",3967000,1957,916,2001-04-22,2001-04-22,8.8
684,권왕무적,무협,초우,54231000,14000,450,2012-12-14,2013-12-14,9.5
685,아욕봉천,무협,"이근,노삼",12967000,14000,1341,2001-06-20,2019-11-21,9.0
686,남궁천존,무협,Sragon,7770000,1808,310,2027-07-23,2008-05-24,9.3
687,마교서생,무협,북미혼,44735000,15000,658,2029-11-17,2010-09-18,9.6
688,"힐러, 의선되다",무협,슬픈딸기우유,6039000,6968,484,2018-01-21,2026-06-24,9.6
689,블랙기업개방,무협,이재규,1131000,810,183,2029-03-24,2026-06-24,9.6
690,진주언가 망나니,무협,테이글세터,15948000,15000,603,2021-04-22,2030-03-24,9.7
691,절대강한,무협,백보,5229000,2500,300,2003-07-23,2005-01-24,9.5
692,천하제일 표사,무협,"정재,장담",18936000,12000,443,2017-05-20,2005-04-21,9.0
693,무공서고의 주인,무협,상현,20630000,12000,310,2015-03-21,2015-06-23,9.6
694,귀창,무협,미리혼,10666000,3299,250,2024-07-15,2024-07-15,9.2
695,마도제일검,무협,조돈형,18203000,9112,365,2008-10-21,2020-01-23,9.2
696,전왕,무협,건드리고고,45036000,26000,546,2001-06-20,2031-12-21,9.4
697,절세전혼,무협,극품요얼,572000,14,1628,2027-06-23,2027-06-23,9.3
698,농사짓는 천마님,무협,얼죽아,2084000,1385,300,2012-06-23,2016-02-24,9.7
699,신검환생록,무협,윤민호,6759000,12000,552,2030-05-22,2011-04-24,9.6
700,마제군림,무협,은열,8409000,6500,300,2011-07-22,2016-12-22,9.3
701,검신학사,무협,곤우,4244000,1099,256,2008-02-24,2026-06-24,9.2
702,무림 속 해결사로 사는 법,무협,은개,126000,94,122,2013-05-24,2026-06-24,9.3
703,무위전쟁록,무협,가우리,34405000,21000,596,2008-04-19,2029-07-21,9.6
704,독주패도,무협,천후,814000,208,166,2026-04-24,2026-06-24,9.4
705,무사정천,무협,천봉,9288000,6667,397,2003-02-21,2002-12-21,9.3
706,용권(龍券),무협,송재일,44059000,9687,675,2013-10-15,2001-12-16,9.3
707,신마협행기,무협,운천룡,10333000,3682,375,2026-10-22,2007-08-23,9.3
708,화산대도,무협,송재일,10128000,7326,425,2028-04-22,2029-03-23,9.2
709,일보신권,무협,시니어,37651000,10000,567,2001-07-14,2029-05-15,9.6
710,검마,무협,글작소,19008000,5217,257,2029-09-16,2021-11-17,9.0
711,선제귀환,무협,풍무극광,2936000,913,1131,2024-02-21,2026-06-24,8.2
712,묵향,무협,전동조,2960000,249,37,2021-07-20,2017-11-22,8.1
713,진가풍운록,무협,태훈,622000,80,201,2025-01-24,2026-06-24,6.2
714,목신기,무협,Zhai zhu,3268000,1617,2042,2002-10-21,2010-02-23,9.6
715,송문귀환,무협,천봉,15626000,9828,376,2021-02-20,2007-09-20,9.3
716,태극무존,무협,흑야,16648000,3120,375,2008-12-15,2008-12-15,9.6
717,난가기연,무협,"진비사,배현",411000,86,1151,2011-08-23,2011-08-23,9.9
718,북천마검,무협,천봉,26998000,5459,310,2009-09-15,2010-02-17,9.6
719,불사무적,무협,김민석,54669000,16000,374,2003-09-15,2008-05-17,9.6
720,사천당가 침술명의가 되었다,무협,주문향,521000,299,168,2019-04-24,2026-06-24,9.8
721,천사지인,무협,조진행,11300000,3856,325,2026-02-14,2005-03-14,9.4
722,질풍광룡,무협,조진행,74777000,32000,364,2018-04-14,2028-07-16,9.6
723,혈마환동,무협,주문향,23000,6,55,2021-06-24,2026-06-24,9.9
724,패도신공,무협,약천수,783000,125,1068,2004-05-23,2004-05-23,9.9
725,삼류회귀록,무협,묘수,11701000,4647,320,2026-09-16,2023-01-17,9.4
726,무신회귀록,무협,넉울히,12151000,10000,287,2016-03-22,2019-09-22,9.4
727,천마님 천하를 뒤집어 놓으셨다,무협,Stay,12128000,12000,326,2001-06-20,2011-11-22,9.7
728,천극의 서,무협,권인호,1454000,880,250,2011-03-16,2011-03-16,8.2
729,남궁세가 막내아들은 천마지존,무협,극마,998000,669,200,2026-09-22,2027-09-23,9.2
730,패왕연가,무협,장영훈,493000,112,300,2005-04-23,2005-04-23,9.6
731,궁귀검신,무협,조돈형,15912000,7870,432,2011-12-13,2012-12-13,9.3
732,검은 여우 독심호리 3부: 곤륜검선 백병지주,무협,별도,22853000,15000,1228,2031-01-19,2022-09-23,9.5
733,구주강호를 질주하다,무협,야운,62000,1,85,2028-04-23,2028-04-23,9.0
734,생사결,무협,태규,7351000,2245,216,2018-09-18,2018-09-18,9.6
735,북천적가,무협,천봉,6015000,1243,225,2026-07-18,2026-07-18,9.6
736,풍운전신,무협,codezero,32726000,11000,369,2008-07-17,2005-12-17,9.6
737,백룡선생,무협,시니어,13796000,14000,432,2028-07-22,2015-11-23,9.7
738,검제,무협,조형근,18061000,15000,290,2014-05-18,2011-10-19,9.2
739,광마전생,무협,헬시코기,874000,505,300,2012-10-22,2012-06-23,8.3
740,천산도객,무협,오채지,11217000,2872,175,2006-07-15,2006-07-15,9.4
741,곤륜마협,무협,글별자리,55697000,31000,569,2027-03-20,2004-10-22,9.7
742,창룡전기,무협,오채지,5898000,1797,189,2021-05-18,2021-05-18,9.8
743,절대마신,무협,장영훈,11766000,2895,250,2004-11-13,2014-11-13,9.2
744,신선대정,무협,언귀정전,136000,34,372,2014-04-24,2027-06-24,9.8
745,절대군림,무협,장영훈,10896000,2448,351,2023-12-13,2023-12-13,9.3
746,강호초출 마교주,무협,청염,984000,347,224,2006-11-23,2025-06-24,9.5
747,천마신교 낙양본부,무협,정보석(가을bee),12728000,13000,1200,2017-07-14,2003-06-20,9.4
748,무림 속 바텐더로 살아남기,무협,조비본,11000,6,214,2013-05-24,2013-05-24,10.0
749,17호 천재서생,무협,탄마,359000,36,250,2002-08-21,2028-11-21,8.5
750,삼류무사 1부,무협,김석진,5473000,1916,350,2022-12-15,2022-12-15,9.4
751,암제귀환록,무협,무경,6670000,1844,248,2018-02-16,2018-02-16,9.5
752,매화검협,무협,일황,6101000,2031,207,2019-05-16,2019-05-16,9.1
753,제갈세가의 패왕,무협,윤신현,6560000,4825,475,2030-12-21,2013-03-23,9.3
754,유성하소월,무협,무장,257000,304,122,2008-03-22,2008-03-22,10.0
755,철권 마종의,무협,한수오,9122000,2343,508,2004-08-16,2030-10-17,9.6
756,무적선생,무협,향란,12826000,5299,349,2026-03-18,2022-12-18,9.7
757,신성천마,무협,화계火鷄,3013000,2747,300,2021-12-20,2014-03-22,9.3
758,평지풍파,무협,흑야,3810000,1639,400,2009-12-15,2009-12-15,9.6
759,사파강호,무협,돌봉이,1117000,758,198,2018-06-20,2024-07-20,9.4
760,아수라,무협,한수오,201000,29,200,2017-12-14,2018-12-14,9.4
761,마안신창기,무협,임하민,9592000,8909,251,2024-04-20,2016-12-20,9.0
762,신성괴의,무협,박동신,1194000,584,225,2024-06-14,2024-06-14,9.6
763,"노비가 된, 혈마님",무협,유자인,67000,105,139,2009-07-19,2018-07-19,9.9
764,무검마도,무협,강용,1793000,738,375,2021-04-22,2004-11-22,8.9
765,광풍가,무협,나한,3041000,957,275,2021-03-14,2021-03-14,9.8
766,십전제,무협,우각,8174000,4081,250,2029-01-14,2005-02-14,9.3
767,강룡검제,무협,소월,7377000,1985,260,2011-05-16,2011-05-16,9.5
768,철경,무협,솔하,36000,12,73,2003-06-24,2026-06-24,9.8
769,천공무쌍(天空無雙),무협,곽운,1733000,1819,199,2009-09-20,2005-02-21,8.7
770,천도쟁패,무협,묘수,5259000,1681,350,2027-12-15,2027-12-15,9.0
771,대장부 무오,무협,강호풍,1540000,595,156,2003-10-19,2003-10-19,9.5
772,천마의 다섯 번째 제자,무협,새벽검,12432000,6758,375,2021-10-21,2027-07-22,9.2
773,귀환신선,무협,황정검,100000,7,274,2028-08-23,2028-08-23,9.7
774,화산서생 소운학,무협,유준하,504000,212,300,2005-07-21,2015-05-22,9.4
775,십자성-전왕의검,무협,허담,1622000,1459,426,2022-12-15,2021-07-17,9.5
776,천하제일 만년학사,무협,월영신,5482000,2430,230,2016-11-18,2012-03-19,9.1
777,무정도,무협,임영기,573000,136,250,2009-07-14,2009-07-14,7.4
778,위사무적,무협,협행마,118000,11,125,2017-08-20,2017-08-20,9.8
779,무왕전생,무협,비가초,60000,152,225,2016-08-22,2016-08-22,8.4
780,회생무사,무협,성상현,2656000,3075,256,2027-02-24,2025-06-24,9.4
781,낭선기환담,무협,낭선,26024000,39000,600,2015-03-19,2024-06-21,9.8
782,무림에 떨어진 현대인,무협,청루연,20655000,18000,297,2029-06-20,2004-07-21,9.4
783,칠마선문,무협,허담,5445000,4887,300,2003-01-22,2020-09-22,8.2
784,망향무사,무협,성상현,16445000,14000,314,2031-03-18,2005-10-22,9.6
785,천살검신,무협,달필공자,1022000,461,233,2018-12-23,2026-06-24,9.7
786,천마는 무공을 복사한다,무협,글쓰는상어,9583000,14000,403,2010-01-22,2025-08-23,9.6
787,풍뢰도,무협,문용신,8094000,3255,200,2029-04-16,2029-04-16,9.6
788,제갈세가 막내권마,무협,월랑,9238000,3504,425,2029-05-23,2009-12-23,9.4
789,천하제일살수,무협,위상,19205000,12000,364,2002-10-19,2021-07-21,9.2
790,사신,무협,글작소,24744000,18000,255,2010-03-20,2028-08-21,9.5
791,월령검제,무협,be인기작가,41973000,25000,545,2024-02-20,2020-03-23,9.7
792,천사혈성,무협,장담,5353000,1336,225,2003-03-15,2002-03-15,9.8
793,결혼적령기 무림교관,무협,독고솔로,20770000,17000,559,2003-05-22,2012-01-24,9.6
794,남궁세가에서 시작하는 무신생활,무협,황금돼지,777000,252,176,2027-02-24,2024-06-24,9.0
795,무림 속 외노자가 되었다,무협,함초소금,6484000,12000,756,2006-06-21,2013-06-24,9.6
796,귀환무사,무협,천봉,9201000,1605,425,2007-08-14,2007-08-14,8.8
797,전쟁의 신,무협,노경찬,35543000,17000,430,2031-08-17,2013-05-19,9.8
798,대하문성,무협,칠월미시,1228000,360,957,2015-06-23,2014-04-24,9.1
799,무림대마왕(武林大魔王),무협,운천룡,3919000,1621,200,2022-01-22,2015-04-22,8.9
800,당가암룡,무협,처량한날,32000,25,195,2022-12-23,2001-01-24,9.9
801,자명공자,무협,문운도,19554000,6840,589,2002-06-16,2012-04-19,9.5
802,무적도,무협,천봉,11846000,2748,275,2019-09-14,2019-09-14,9.5
803,철혈검신,무협,해경,17974000,13000,527,2026-02-21,2009-08-22,9.4
804,절대쌍교,무협,고룡,278000,219,280,2008-05-23,2029-12-23,9.6
805,귀농한 천재 황족은 혈통을 숨김,무협,어로달,29000,71,153,2004-06-24,2026-06-24,10.0
806,전검왕,무협,오채지,44903000,13000,318,2018-04-14,2004-04-16,9.8
807,홍원,무협,신가,9252000,2420,260,2022-03-17,2010-01-18,9.3
808,무한성장,무협,김도훈,5849000,2162,350,2018-01-18,2018-01-18,8.8
809,남궁세가 막내공자,무협,테양이,77834000,51000,551,2010-10-19,2026-03-21,9.5
810,절대무신,무협,적하,19400000,12000,457,2008-09-19,2010-05-24,9.2
811,악신귀환,무협,월이백,1191000,378,250,2012-10-22,2018-03-23,8.9
812,무적마도,무협,장담,4284000,1141,271,2001-07-19,2001-07-19,8.9
813,무협지 속 기연 독식 주인공이 되었다,무협,이온,2609000,1021,247,2029-06-23,2027-12-23,8.8
814,대환장 경렴 선협전,무협,탁목조,255000,254,315,2022-01-24,2026-06-24,9.5
815,무인환생,무협,윤신현,2616000,842,223,2008-01-21,2008-01-21,9.6
816,청성지검,무협,송재일,7837000,1761,250,2022-08-16,2022-08-16,9.2
817,남궁마제,무협,문운도,14460000,11000,425,2005-07-21,2020-10-22,9.7
818,무정철협,무협,월인,7728000,1349,250,2005-07-14,2008-07-14,9.3
819,풍운전설,무협,청산,10000,0,4,2018-06-19,2018-06-19,10.0
820,절대공자,무협,북미혼,29461000,8771,350,2008-04-16,2019-08-17,9.5
821,창룡학관 사파지존,무협,건백,2529000,1043,203,2024-04-23,2012-10-23,8.9
822,화산소장로,무협,설야,8831000,3599,525,2020-01-16,2002-05-16,9.0
823,칼끝이 천 번 흔들려야 고수가 된다,무협,글쓰는기계,23436000,17000,374,2021-12-18,2017-01-20,9.7
824,정도마신,무협,도해,1847000,1244,200,2030-06-22,2017-02-23,9.6
825,절세무혼,무협,뤄청동,435000,92,1637,2006-11-23,2027-06-24,9.4
826,창귀무쌍,무협,"송장벌레, TLT",59000,290,350,2025-03-24,2025-03-24,9.8
827,천풍전설,무협,장담,5095000,1151,250,2016-02-16,2016-02-16,9.5
828,귀환전생,무협,흑아인,20276000,5754,218,2001-10-15,2007-04-16,9.6
829,사자독자,무협,담대한,4726000,1229,451,2027-12-22,2010-05-24,9.1
830,약선은 천무지체로 환생하였다,무협,이온,8012000,8153,250,2010-08-21,2003-02-22,9.1
831,염왕,무협,백야,6672000,1778,350,2011-08-17,2011-08-17,9.2
832,바람 따라 흐르는 칼,무협,취설,240000,48,182,2015-03-24,2026-06-24,9.4
833,묘왕동주,무협,이재일,507000,389,200,2003-06-20,2003-06-20,9.7
834,무당학사,무협,마수,509000,159,330,2011-04-14,2025-04-14,9.2
835,낙오무사,무협,성상현,4768000,2120,180,2017-04-17,2025-05-17,9.5
836,금호장의 반푼이,무협,에에에,288000,225,167,2008-11-21,2012-11-21,9.2
837,호위무사,무협,초우,5732000,3133,298,2010-03-15,2010-03-15,9.4
838,무당신선,무협,북미혼,17321000,3919,375,2011-04-15,2011-04-15,9.9
839,천마는 조용히 살고싶다,무협,김강현,4683000,2934,350,2018-11-19,2019-03-20,9.9
840,무한 레벨업 in 무림,무협,곤붕,86000,100,313,2024-10-23,2024-10-23,9.9
841,혈마전인,무협,설봉,6826000,7213,500,2007-06-21,2018-11-22,8.2
842,일도양단,무협,장영훈,5275000,1141,175,2024-04-14,2024-04-14,9.4
843,불패검선,무협,적하,14923000,7050,253,2012-04-19,2029-07-19,8.8
844,담천,무협,송재일,2361000,1890,296,2004-05-20,2029-10-20,8.8
845,귀검곡주 철무린,무협,한다위,33000,3,118,2027-05-24,2024-06-24,9.7
846,혜안투철의 막내 공자,무협,연성운,655000,112,300,2022-06-23,2014-03-24,9.4
